osm_type,osm_id,name,amenity,addr_city,addr_street,addr_housenumber,addr_postcode,website,phone,lat,lon
node,2426080806,Bar The Explorers Club,bar,Benidorm,Avinguda del Derramador,,03503,,,38.5373345,-0.1113928
node,2427879755,Cocedero Marisquería Aguamarina,bar,Torrevieja,Calle de María Parodi,,03181,https://gastroranking.es/r/cocedero-marisqueria-aguamarina_57666/,+34 96 570 58 68,37.9799110,-0.6807100
node,2428006863,El Pica,bar,Torrevieja,Calle Zoa,,03182,,+34 666 770 542,37.9784560,-0.6775390
node,2428006921,Rincón de las Jarras,bar,Torrevieja,Calle María Parodi,,03181,,+34 965710960,37.9766557,-0.6804646
node,2428006970,Bar la Marina,bar,Torrevieja,Muelle pesquero,,03181,,+34 965710025,37.9754960,-0.6813730
node,2428250505,Mesón la Huertica,restaurant,Torrevieja,Patricio Pérez,,03181,http://www.lomejordelagastronomia.com/gastrobares/torrevieja-meson-la-huertica,+34965713253,37.9780923,-0.6846190
node,2428250608,La Bodeguilla del Mullins,bar,Torrevieja,Calle Caballero de Rodas,211,03182,https://www.torrevieja.com/es/restaurantes/la-bodeguilla-del-mullins-3525.html,+34 965 70 32 39,37.9793710,-0.6695129
node,2428250669,Bar Restaurante Las Cañas,restaurant,Torrevieja,Policarpo,,03181,http://restaurante-lascañas.com/,+34 96 571 39 62,37.9773650,-0.6861750
node,2428250714,El Patio Chico,restaurant,Torrevieja,Pedro Lorca,,03181,,+34 965 06 70 08,37.9764073,-0.6806777
node,2428250715,Sunset Beach,restaurant,Torrevieja,Avenida de los Marineros,,03182,https://www.sunsetbeach.es/es/,+34 966703448,37.9768110,-0.6673660
node,2428256568,El Cenador,restaurant,Torrevieja,Calle Comunidad de Madrid,,03188,http://elcenador.es/,+34 96 692 14 37,38.0013028,-0.6489287
node,2428256591,Bahía,restaurant,Torrevieja,Paseo de la Libertad,3,03182,https://www.bahiarestaurante.es/,+34 965713994,37.9752346,-0.6789975
node,2428260189,Mesón de la Costa,restaurant,Torrevieja,Ramón y Cajal,,03182,https://www.elmesondelacosta.com/,+34 966703598,37.9751385,-0.6763769
node,2428260303,Nautilus,restaurant,Torrevieja,Acantilado,,,http://restaurantenautilus.es/,+34 96 679 83 54,37.9467325,-0.7049935
node,2428260382,El Pescador,restaurant,Torrevieja,Calle Torrevejenses Ausentes,5,03181,http://www.restauranteelpescador.es/,+34 965715474,37.9760010,-0.6790234
node,2428260434,El Puerto,restaurant,Torrevieja,Paseo Vistalegre,,03181,http://www.restaurante-elpuerto.com/,+34 966927202,37.9753300,-0.6826450
node,2428260512,Barlovento,restaurant,Torrevieja,Urbanizacion Cabo Cervera,,03188,https://www.restaurantebarlovento.com/,+34 96 692 11 82,38.0054370,-0.6502770
node,2428260513,Rincón de Capi's,restaurant,Torrevieja,Calle San Gabriel,5,03181,,+34 96 570 85 00,37.9768660,-0.6791680
node,2428260575,El Cucharón,restaurant,Torrevieja,Av de Orihuela,,03186,http://www.elcucharondetorrevieja.com,+34 966 79 81 74,37.9653779,-0.7332331
node,2428260639,Punta Prima Restaurante,restaurant,Orihuela Costa,Avda. del Mar,28,03189,https://restaurantepuntaprima.com/,+34 965328106,37.9423880,-0.7102230
node,2428260716,La Bahía,restaurant,Orihuela Costa,Calle del Puerto,,03189,,+34 96 676 19 05,37.9129460,-0.7269760
node,2428260754,La Mirada,restaurant,Orihuela Costa,paseo del Mar,,03189,http://www.zeniaplaya.es/,+34 966 76 03 85,37.9246740,-0.7225990
node,2428260857,La Herradura,restaurant,Los Montesinos,Prol. Avenida del Mar,,03187,https://www.restaurantelaherradura.com/,+34 96 672 10 78,38.0291110,-0.7313180
node,2428260877,Doña Isabel,restaurant,San Miguel de Salinas,Padre Jesús,,03193,,+34 965 72 08 48,37.9797310,-0.7907830
node,2428260880,Rebate,restaurant,El Pilar de la Horadada,Carretera CV 952 Km.10,,03190,https://www.restauranterebate.com/,+34 965 36 82 29,37.9417625,-0.8695336
node,2428308951,La Basseta,bar,,,,,,,38.5943588,-0.6705567
node,2432231177,Capricho Gallego,restaurant,,,,,,,38.8525747,0.0125629
node,2432255660,Restaurante Timon,restaurant,,Ctra. Calpe -Moraira,,,,+34 965836155,38.6790721,0.1099798
node,2433663764,Los Baños Sunshine Bar,restaurant,Dénia,Carrer Riu Grande,12,03700,,,38.8704938,-0.0122985
node,2433860795,Estanyó,restaurant,,,,,https://restaurantestanyo.es/,,38.8591422,0.0364752
node,2434336872,Cafetería Habaneras,bar,Torrevieja,Avenida de las Habaneras,91,03182,,+34 865 671 650,37.9805443,-0.6674921
node,2434336873,Tapa Caña,bar,Torrevieja,La Sal,,,,,37.9775080,-0.6653490
node,2434336966,La Musola,bar,Torrevieja,Plaza Isabel II,,03181,,+34 966706851,37.9762420,-0.6815930
node,2434337225,Bollywood,bar,Torrevieja,Calle Zoa,61,03182,,+34 641 14 71 43,37.9801980,-0.6780000
node,2434337421,Restaurante Asiático,restaurant,Torrevieja,Avenida Urbano Arregui,,03185,,,37.9778114,-0.6924417
node,2434337581,Mesón El Huertano,restaurant,Torrevieja,Benejúzar,,03185,,+34 965 71 79 43,37.9688820,-0.6986530
node,2434337829,Cervecería la Mejillonería,bar,Torrevieja,Felix Rodriguez de la Fuente,,03182,,+34 660 42 49 67,37.9807630,-0.6702370
node,2434518385,Cova,bar,,,,,,,38.8509254,-0.0409383
node,2440831240,Pizza & Cia,restaurant,,,,,,,38.5987071,-0.0520757
node,2441271820,Mala Mala,bar,,,,,,,38.8409547,0.1213537
node,2442016055,Venta La Giralda,restaurant,,,,,,,38.8488152,0.0727559
node,2442428695,Casa Maribel,restaurant,,,,,,,38.8809713,-0.0473972
node,2444818748,Restaurante Colonial,restaurant,,,,,,,38.3444361,-0.7648950
node,2444822723,mercado,bar,,,,,,,38.3473893,-0.7675884
node,2449206607,Tapería Enrique,restaurant,,,,,,,37.9781913,-0.6893885
node,2451941078,Lizarrán,restaurant,,,,,,,37.9899330,-0.6861103
node,2452233595,Mesón El Viejo,restaurant,,,,,,,38.0866670,-0.7984507
node,2452233597,De Tapas,restaurant,,,,,,,38.1081887,-0.7912195
node,2455561359,La Esquina,restaurant,Benejúzar,,,03390,,,38.0779839,-0.8375829
node,2455561364,Alicia,cafe,,,,,,,38.0782964,-0.8378022
node,2455574045,Bar Ismael,cafe,,,,,,,38.0779923,-0.8370941
node,2455626405,Bar Asador,restaurant,,,,,,,38.0821966,-0.8385334
node,2455680810,Heladería Sabores,cafe,,,,,,,38.1386209,-0.7698678
node,2455680822,D'María,cafe,,,,,,,38.1392244,-0.7684507
node,2455680828,Bar Cuenca,cafe,,,,,,,38.1394605,-0.7684408
node,2455689221,El Bodegón D'María,restaurant,,,,,,,38.1398842,-0.7676623
node,2456967748,La Paixareta,restaurant,,,,,,,38.3946714,-0.5222918
node,2457734633,Pizzería,restaurant,,Calle Mayor,18,,,,38.0859930,-0.7958614
node,2457751760,Tapas Consueta,restaurant,,,,,,,38.1926054,-0.5870483
node,2457765556,La Mandarina,restaurant,,,,,,,38.1927355,-0.5857415
node,2459141223,El Jamón,cafe,,,,,,,38.1958084,-0.5586337
node,2459141225,Bitácora,cafe,,,,,,,38.1944555,-0.5610132
node,2459141234,Roraima,restaurant,,,,,,,38.1936804,-0.5611087
node,2460273409,Tambalache,cafe,,Avenida del Mar,,,,,38.0277945,-0.7480611
node,2460273410,Casa Pepe,restaurant,,Avenida del Mar,,,,,38.0278142,-0.7477150
node,2460273411,Casa Pili,restaurant,,Avenida del Mar,,,,,38.0276670,-0.7469682
node,2460273415,Rives,cafe,,Avenida del Mar,,,,,38.0277537,-0.7459222
node,2460273416,Buda,bar,,Avenida del Mar,,,,,38.0278256,-0.7451271
node,2460273418,Pekín,restaurant,,Avenida del Mar,,,,,38.0278953,-0.7441769
node,2460279243,JR,cafe,,,,,,,38.0280094,-0.7420687
node,2460279244,Cervecería Agustín,restaurant,,,,,,,38.0278541,-0.7416020
node,2460282513,Mofly,cafe,,,,,,,38.0278160,-0.7404199
node,2460389198,Las Ninfas,cafe,,Calle Miguel Hernández,4,,,,38.0248863,-0.7454366
node,2464659761,Antica Pizzas,restaurant,,,,,,,38.9696899,-0.1833873
node,2464659780,Bar Valentin,restaurant,,,,,,,38.9706349,-0.1839400
node,2464659782,Cafeteria Pastisseria Sant Josep,restaurant,,,,,,,38.9705555,-0.1818650
node,2464659793,Pasteleria - Cafeteria Salva,restaurant,,,,,,,38.9693410,-0.1799873
node,2465219818,El Pantano,restaurant,,,,,,,38.0861415,-0.7479385
node,2465416835,Trasgu,cafe,,,,,,,38.0846210,-0.7452612
node,2469814353,La Costera,cafe,,,,,,,38.0892308,-0.6575210
node,2469929893,El Paso,restaurant,,,,,,,38.9674537,-0.1855094
node,2469943728,Nueva China,restaurant,,,,,,,38.9656825,-0.1850977
node,2471640257,La Sal Del Romer,restaurant,,,,,,,38.8887110,-0.6855227
node,2472624231,El Rincón de Miguel,restaurant,,Calle de Vistabella,15,,,,38.0268519,-0.7413816
node,2473319272,Centre Social,cafe,,,,,,,38.9325384,-0.2571073
node,2473536126,Cafeteria Únic,restaurant,,,,,,,38.9700336,-0.1800796
node,2473536129,China Town,restaurant,,,,,,,38.9685628,-0.1856084
node,2473585781,Bar l'Estació,restaurant,,,,,,,39.0261574,-0.2135350
node,2473715761,Casa Andreu,restaurant,,,,,,,38.1120993,-0.7138345
node,2473728382,Heladería Somni,cafe,,,,,,,38.4338676,-0.8379315
node,2473748019,Armando,cafe,,,,,,,38.4359686,-0.8363921
node,2473785622,Mira,cafe,,,,,,,38.4361368,-0.8396629
node,2475527919,Min Jiang,restaurant,,,,,,,39.4677264,-0.3790905
node,2475527920,Charlotte,restaurant,,,,,,,39.4685316,-0.3812678
node,2475527934,PadThaiWok,restaurant,,,,,,,39.4674179,-0.3777919
node,2475527936,La tagliatella,restaurant,,,,,,,39.4677772,-0.3787044
node,2475527943,Galan's Grill,restaurant,,Calle Ángel Guimerà,,,,,39.4704115,-0.3845858
node,2476322657,Casa Chimo,restaurant,,,,,,,38.4369304,-0.8308797
node,2476322658,Bar Matías,restaurant,,,,,,,38.4368339,-0.8313303
node,2476322659,Bar Cantalet,restaurant,,,,,,,38.4366407,-0.8317541
node,2476435771,El Mesón de Laura,restaurant,Guardamar del Segura,Avinguda de les Dunes,,03140,,+34 966 72 59 41,38.0953783,-0.6546180
node,2478853876,Restaurante El Palomar,restaurant,,,,,,,40.2047043,-0.4180390
node,2480349135,Souca,restaurant,València,Avinguda del Doctor Waksman,9,46006,,+34 698972184,39.4568150,-0.3743263
node,2482094652,Pollos Asados Rufino,restaurant,,,,,,,38.0248231,-0.6559268
node,2483325212,Rumours,cafe,,Avenida Reina Sofía,6A,,,+34 966 79 28 00,38.0871086,-0.7410054
node,2483325215,Cervecería Timanfaya,restaurant,,Avenida Reina Sofía,4C,,,,38.0870749,-0.7412498
node,2485849684,La Bassa,cafe,Oliva,Carrer Gómez Ferrer,2,46780,,+34 962 83 96 79,38.9205583,-0.1194406
node,2488091993,Café Bar Antoñico,cafe,,,,,,,38.0897039,-0.6547736
node,2488177580,Casa Mayte,restaurant,,Calle del Sol,10,,,,38.0800936,-0.7382968
node,2491327512,Kuko's,restaurant,,,,,,,38.0941387,-0.8609075
node,2493522095,Capote San Bar,cafe,,,,,,,38.0917096,-0.8585857
node,2501538933,Punjabi Palace Indio,restaurant,,,,,,,38.0293013,-0.7473020
node,2501720957,Bar Pilar,cafe,,Calle Ronda de la Estación,20,,,,38.1698109,-0.8398444
node,2501720963,Rincón de San Isidro,restaurant,,,,,,,38.1704920,-0.8401340
node,2501736553,La cabaña de los Gauchos,restaurant,l'Eliana,Carrer Santiago de Compostela,34,46185,,,39.5798359,-0.5274024
node,2502032483,Flor de Canela,cafe,Alaquàs,Carrer Dolores Ibárruri,,46970,,,39.4529416,-0.4642751
node,2503803774,Pollo Expresss,restaurant,Benidorm,Carrer Hivern - Calle Invierno,,03501,https://www.polloexpresss.com/,+34966807353,38.5419559,-0.1272512
node,2504463892,Va Bene,restaurant,Benidorm,Avenida de Bilbao,3,,,+34 965 85 69 12,38.5367644,-0.1249580
node,2506451018,Café Templo,restaurant,,,,,,,39.4685700,-0.3767461
node,2506451034,Gustore,restaurant,,,,,,,39.4688953,-0.3755534
node,2506470123,Azúcar y Sal,restaurant,,,,,,,39.4716558,-0.3686386
node,2506470126,Fuji,restaurant,,,,,,,39.4724845,-0.3676268
node,2506490477,Bodega El Labrador,restaurant,,,,,,,39.4710629,-0.3487834
node,2507196210,Bar Bus,restaurant,,,,,,,38.9695037,-0.1793983
node,2507196211,Bar Tostadero,restaurant,,,,,,,38.9685206,-0.1803151
node,2507196213,Cafeteria Ocell,restaurant,,,5,,,,38.9686994,-0.1792353
node,2507233130,Da Giulia,restaurant,,,,,,,38.7899749,0.1620962
node,2507312666,Cafeteria Vila-Nova,restaurant,,Carrer Sant Francesc de Borja,,,,,38.9683173,-0.1822542
node,2507312708,Pilla la rosquilla,restaurant,,Carrer Sant Francesc de Borja,43,,,,38.9675883,-0.1823715
node,2507312709,Mercado Provenzal,restaurant,,,,,,,38.9658450,-0.1826191
node,2507345467,BraCafé,restaurant,,,,,,,38.9663651,-0.1827353
node,2507345498,Royal 26,restaurant,,Carrer Sant Francesc de Borja,26,,,,38.9680818,-0.1824633
node,2507404245,Döner Kebab Sofra,restaurant,València,Avinguda de Blasco Ibáñez,110,46021,https://sofravalencia.com/,+34963284532,39.4736535,-0.3485182
node,2507729772,Maybean Healthy Food,cafe,,,,,https://www.maybean.es/,,39.4728266,-0.3485339
node,2507729775,Heladería El Panete,restaurant,,Carrer del Doctor Manuel Candela,65,,,,39.4718064,-0.3489855
node,2507735996,Döner Kebab Amigo,restaurant,,,,,,,39.4702669,-0.3495882
node,2508172900,Cafetería Bertal,cafe,,,,,,,39.4671241,-0.3746265
node,2508172922,CupCake,restaurant,,,,,,,39.4670966,-0.3746667
node,2508211096,Cafetería Bahía,restaurant,,,,,,,39.4684817,-0.3726522
node,2508406573,del poble,restaurant,,,,,https://delpoblepizzeria.com/,,39.4737399,-0.3487010
node,2508406609,La lobera de xiqui,restaurant,,,,,,,39.4730295,-0.3463461
node,2508922273,Bar El Rincón,restaurant,,,,,https://www.cerveceriaelrincon.es/,+34 963 71 08 32,39.4733996,-0.3439569
node,2508922274,Sayam 87,restaurant,,,,,https://www.sayam87.es,+34 963 60 20 21,39.4744370,-0.3471370
node,2508922275,Bar La Jungla,restaurant,,,,,,,39.4742298,-0.3464962
node,2508922276,Bar Ven a Casa,restaurant,,,,,,,39.4719896,-0.3427765
node,2508922277,Bodega La Ibérica,restaurant,,,,,,+34 963 26 88 58,39.4730578,-0.3430314
node,2508922283,Comic Bar,restaurant,,,,,,,39.4739133,-0.3442389
node,2508922284,Divina Comedia,restaurant,,,,,,,39.4741158,-0.3441326
node,2508922310,Pizzeria Doner Kebab Kilim,restaurant,,,,,,+34 960 822 464,39.4735655,-0.3445119
node,2508922312,Restaurante Libanés,restaurant,,,,,,,39.4742145,-0.3464315
node,2508922313,Rumbo 144,bar,,,,,,,39.4724212,-0.3445636
node,2508922349,100 Montaditos,restaurant,,,,,,,39.4744631,-0.3472264
node,2509644959,The Yellow Rose of Texas,restaurant,,Calle Aneto,2B,,,,38.0818414,-0.7340913
node,2524574422,LEMON,bar,Xàtiva,,,46800,,,38.9994941,-0.5225148
node,2528038756,San Roque,cafe,,,,,,,38.1276550,-0.8765771
node,2529007441,Pizzería El Rincón de Pepé,restaurant,,,,,,,38.1284037,-0.8771830
node,2529016873,RC,cafe,,,,,,,38.1289858,-0.8762089
node,2529018592,Kebab,restaurant,,,,,,,38.1289585,-0.8776174
node,2529031540,Cassia,cafe,,,,,,,38.1287602,-0.8760858
node,2530202339,Chiringuito La Font Salada,restaurant,Oliva,Urbanització Sant Pere,31,46780,https://restaurantefontsalada.com/,+34 651 62 18 90,38.8870966,-0.0797196
node,2530988558,La Mafia se sienta a la mesa,restaurant,,,,,,,38.3714389,-0.4338089
node,2533462175,Salibell,restaurant,Torrent,,,46900,,,39.4401897,-0.4589442
node,2533894766,Daya City International,cafe,,,,,,,38.1167280,-0.7643241
node,2538110644,Restaurante Les Fonts,restaurant,Callosa d'en Sarrià,,,03510,,,38.6597109,-0.0956027
node,2538173122,Restaurante Don Joan,restaurant,Callosa d'en Sarrià,Partida Algar,,03510,https://donjoan.es/,+34 965 88 04 91,38.6586966,-0.0973270
node,2538519284,Restaurante la Sequieta,restaurant,Alaquàs,Avinguda Camí vell de Torrent,28,46970,,,39.4541329,-0.4635982
node,2542776545,Coffee Time,cafe,,Calle Agustín Martínez,11,,,,38.0283635,-0.7466265
node,2543570238,Bar Ca Joan,restaurant,,carrer Sant Josep,,,,+34 646 61 99 48,38.7250178,-0.1939227
node,2546546071,Adri,restaurant,,,,,,,38.8419528,0.0093964
node,2546570583,Ronda,restaurant,,,,,,,38.8443723,0.0102837
node,2546570584,Bocatería El Pilar,restaurant,el Verger,Carrer Major,62,03770,,+34 965 75 11 20,38.8447925,0.0104075
node,2546570594,La Plaza,cafe,el Verger,Carrer Major,89,03770,,+34 628 80 04 76,38.8453810,0.0102801
node,2556555858,La Leyenda,bar,,,,,,,38.3971556,-0.5237798
node,2558229208,Mari Jose,cafe,,,,,,,38.1153894,-0.9099959
node,2558229209,Bar Sal,cafe,,,,,,,38.1150687,-0.9096499
node,2563744168,A la piedra,bar,,,,,,,39.4812511,-0.4025314
node,2564693311,Bar Cresol,cafe,,Carrer Enginyer Vilaplana,,,,,38.7015836,-0.4825050
node,2566097467,BUYKAFE,cafe,,,,,,,38.6954633,-0.4779091
node,2569517813,Sakura Sushi Bar,restaurant,,,,,,,38.7000964,-0.4792904
node,2569596927,De Marcos,restaurant,,Calle Concordia,5,,,+34 965 35 62 02,38.0802035,-0.8379832
node,2575721976,Picapiedra,restaurant,,,,,,,38.4221588,-0.3931036
node,2575721985,Chino Pekin,restaurant,el Campello,avenida de Ausias March,5,03560,,,38.4225090,-0.3948979
node,2575721992,ciaociaoda vito,restaurant,,,,,,,38.4217603,-0.3915103
node,2575722001,topolino,restaurant,,,,,,,38.4242839,-0.3904723
node,2575722002,Chocolatería Valor,restaurant,,,,,,,38.4222792,-0.3911938
node,2584948308,Ramë,bar,,Calle Clemente Gosálvez,5,,,,37.9761796,-0.6838265
node,2586548655,El Belga,restaurant,,Calle Misionero Venancio,,,,+34 603 29 50 63,38.0869663,-0.7282052
node,2586559710,El Rincón de Helena,restaurant,,,,,,,38.0867041,-0.6553319
node,2586682063,Bar de Marina,restaurant,Hondón de los Frailes,Avenida de la Constitución,16,03689,,,38.2734641,-0.9286029
node,2588483051,La trillaora,cafe,el Poble Nou de Benitatxell / Benitachell,carretera de Xàbia,6,03720,,+34 966493110,38.7331132,0.1435478
node,2589378134,Bar Restaurante El Divino,restaurant,,,,,,,38.0768883,-0.9495026
node,2590249419,Big Ben Café,cafe,,,,,,,38.0824255,-0.9469821
node,2590249449,Pak Orihuela Kebab,restaurant,,,,,,,38.0816652,-0.9459486
node,2590880015,Tendido 8,bar,,,,,,,38.0828935,-0.9473813
node,2592564533,Teteria Café Cueva,cafe,,,,,,,38.0846532,-0.7236191
node,2593796226,No Nonsense,restaurant,,,,,http://www.nononsensebarbq.com/,+34 968 972 472,38.6792498,0.1128681
node,2593809775,Bull and Bear,restaurant,,,,,,,38.7317265,0.1467517
node,2594731972,Laguna Tavern,restaurant,Orihuela,Calle Mandarino,,03319,,,38.0320037,-0.8187681
node,2595508341,Cafeteria Latte Art,cafe,,,,,,,38.3480333,-0.4998158
node,2595508342,Heladería Las Jijonencas,cafe,,,,,,,38.3482815,-0.4979772
node,2595827135,La cocina de Javi,restaurant,,,,,,,38.0838268,-0.9454919
node,2595991270,Papas Spider Man Bar and Minigolf,cafe,,Avenida de Justo Quesada,,,,,38.0889256,-0.7166153
node,2598062621,Casa Pepe,restaurant,,,,,,,38.0845706,-0.9465740
node,2598364543,Bar Pomera,cafe,Benitachell/el Poble Nou de Benitatxell,,,03726,,,38.7319957,0.1442427
node,2600144985,Bar Villena,bar,,,,,,,38.0813844,-0.9447896
node,2600144993,Café Tico's,cafe,,,,,,,38.0808400,-0.9450327
node,2601098480,Segaria,bar,,,,,,,38.8430102,0.0075058
node,2602194183,Mesón Pepe,restaurant,,,,,,+34 965305332,38.0811990,-0.9445325
node,2602194189,La cuchara de Chelo,restaurant,,,,,,,38.0812265,-0.9443111
node,2602217862,Cervecería El pasaje,bar,,,,,,,38.0810990,-0.9443005
node,2602217871,Pizzería Via Venetto,restaurant,,,,,,,38.0811263,-0.9440895
node,2602217873,Kebab Bunkish,restaurant,,,,,,,38.0811092,-0.9442242
node,2602217875,Varto Kebab 2,restaurant,,,,,,,38.0810882,-0.9443780
node,2602271190,Cafetería Brisa,cafe,,,,,,,38.0813428,-0.9437805
node,2603490240,Café Saboy,cafe,Redován,,,,,,38.1170305,-0.9128012
node,2603665218,China Town,restaurant,,,,,,,38.0794158,-0.9447801
node,2604268481,Pizzería Ernesto,restaurant,,,,,,,38.0795572,-0.9430275
node,2605223384,Tetería Cafetería La negra,cafe,,,,,,,38.0786574,-0.9438987
node,2608037641,Tapería Burguer Can-Can,restaurant,,,,,,,38.0792328,-0.9432113
node,2611974752,Cafetería Samoa,cafe,,,,,,,38.0819212,-0.9433339
node,2611974756,Mesón Ramón,restaurant,,,,,,,38.0815724,-0.9437563
node,2611974763,Pizzería La pérgola,restaurant,,,,,,,38.0814807,-0.9436685
node,2612027188,d' ja vu,cafe,,,,,,,38.7305475,0.1395223
node,2612092115,Bar Dómino,bar,,,,,,,38.0818673,-0.9425008
node,2618901178,As de oros,bar,,,,,,,38.0804572,-0.9426950
node,2628269520,Cafetería Espinosa,cafe,,,,,,,38.0807949,-0.9416198
node,2628841057,Restaurante Ida y Vuelta,restaurant,Godella,Carrer Ample,5,46110,,,39.5167247,-0.4094546
node,2628864315,Bar La Esquina,restaurant,,,,,,,38.0797680,-0.9425895
node,2628864316,Pizzería da Giorgio,restaurant,,,,,,,38.0801944,-0.9428880
node,2641158130,Dona Ana,restaurant,El Vedat,Carrer d'Amèrica,,,,,39.4113578,-0.4925552
node,2646181542,Alegría,restaurant,,,,,,,40.0736260,-0.2146052
node,2646181545,El racó del Mercat,bar,,,,,,,40.0736286,-0.2154798
node,2648517351,Benimar,restaurant,,,,,,,40.2464010,0.2823347
node,2650848012,Wok sushi,restaurant,,,,,,,38.3691369,-0.4426347
node,2656290009,Bar Tito,bar,,,,,,,38.3583133,-0.4885534
node,2656290010,Café Niágara,cafe,,,,,,,38.3573897,-0.4856049
node,2656291501,Bar Lucy,bar,,,,,,,38.3480984,-0.5104992
node,2665162706,Bodega La Peseta,restaurant,València,Carrer del Crist del Grau,16,46011,,,39.4615907,-0.3343801
node,2665162707,La Paca,restaurant,València,Carrer del Rosari,30,,,+34 637 860 528,39.4642430,-0.3316900
node,2665162709,Tasca Vegetariana Nehuen,restaurant,València,Carrer del Crist del Grau,14,46011,,+34 960 151440,39.4614781,-0.3343963
node,2665685116,The Nature,restaurant,,Plaça de Vannes,7,,,+34 963 94 01 41,39.4685563,-0.3829273
node,2665711876,Copenhagen,restaurant,València,Carrer del Literat Azorín,8,46006,,,39.4607625,-0.3735820
node,2665722353,Malmö,restaurant,València,Carrer Sueca,46,,https://restaurantemalmo.com/,+34 963 285428,39.4605726,-0.3746047
node,2665755519,Bio Restaurant Tarta de Zanahoria,restaurant,València,Carrer Pintor Salvador Abril,3,,http://www.tartadezanahoria.com/,+34 620 11 24 65,39.4640194,-0.3708966
node,2665785217,Ana Eva,restaurant,València,Carrer del Túria,49,46008,https://restauranteanaeva.es,+34 963 91 53 69,39.4768487,-0.3854877
node,2665794475,La Tavernaire,restaurant,València,Calle Denia,18,46006,,,39.4634420,-0.3739747
node,2665809095,La Lluna,restaurant,,Carrer de Sant Ramon,23,,http://www.restaurantelalluna.es,+34 963 92 21 46,39.4782837,-0.3819732
node,2665822230,Natsu,restaurant,València,Carrer del Convent de Sant Francesc,5,,https://natsu.es,,39.4690794,-0.3776139
node,2665827512,MalaMia,restaurant,València,Carrer de Cadis,67,,,,39.4602013,-0.3723166
node,2665832030,Sonka Plaza Restaurante,restaurant,,Plaça Major,6,46791,,+34 607 655 564,39.0530982,-0.3027177
node,2667952110,Altos del Bosque Restaurante asador,restaurant,,,,,,,38.0888755,-0.6697132
node,2667952210,Jukebox,restaurant,,,,,,,38.0889515,-0.6694155
node,2670756340,Rock City,bar,,,,,https://www.rockcity.es/,,39.5117024,-0.3607673
node,2684406364,Tetería Luna,cafe,,Calle Ollería,,,,,38.3650227,-0.4978850
node,2684406371,Ocho y 1/2,bar,,,,,,,38.3513790,-0.4837900
node,2688257126,El lloc,cafe,,Carrer Molivent,17,03140,,,38.0872468,-0.6554552
node,2693133434,Manhattan,bar,,,,,,,38.8379543,-0.4959051
node,2693133435,El Arriero,bar,,,,,,,38.8373952,-0.4955095
node,2694581441,Crazy Burger,restaurant,,Arquitecto Ros,64,12006,,,39.9808006,-0.0453661
node,2700271491,Café Museo,cafe,,,,,,,39.4795503,-0.3793001
node,2700282753,Café Sant Jaume,cafe,València,Carrer Cavallers,,46001,,,39.4763717,-0.3798807
node,2700282754,Café Bolsería,bar,,,,,,,39.4759768,-0.3802894
node,2700293396,Café & Té,cafe,,,,,,,39.4761925,-0.3756215
node,2701179186,Cafetería Jijona Babel,cafe,Alicante,calle Pardo Jimeno,77,03007,http://www.jijonababel.es/,+34 965 28 84 70,38.3410690,-0.5064049
node,2702696482,La Esquina,bar,Javea Port,,,,,,38.7922186,0.1817208
node,2706839204,Sport,cafe,,,,,,,38.3465730,-0.7673393
node,2706839325,Cafe Bar Avenida,cafe,,,,,,,38.3469011,-0.7679938
node,2714334993,Escandalo,cafe,la Vila Joiosa,,,,,,38.5255625,-0.1713821
node,2718800708,Momen,restaurant,,,,,,+34 965 20 36 77,38.3426288,-0.4853231
node,2719412734,Bar Lara,restaurant,,,,,,,38.3459759,-0.7694297
node,2721616488,Cal Blanc Menjars,restaurant,Pedreguer,Carrer Cova Santa,2,03750,,+34 696137737,38.7925900,0.0351338
node,2733398080,Café-Bar Mayor,cafe,Mislata,Carrer Major,52,46920,,+34 96 359 3130,39.4738041,-0.4125043
node,2745802536,Bar Millares,restaurant,,,,,,,39.1061814,-1.0517617
node,2745802540,Bar Pop,restaurant,,,,,,,39.1033333,-1.0502300
node,2745802542,Bar del Jubilado,restaurant,,,,,,,39.1035358,-1.0500767
node,2745802554,Germán e Isabel,restaurant,,,,,,,39.1032357,-1.0501912
node,2750462629,Eddie's,bar,,,,,,,37.9765977,-0.7926613
node,2750462656,La Tetera,cafe,,,,,,,37.9778387,-0.7929415
node,2750462670,Mesón Rincón de Paco,restaurant,,,,,,,37.9785710,-0.7880704
node,2765604025,Restaurant Tràngol,restaurant,Benicarló,Carrer Valencia,,12580,,,40.4139436,0.4279220
node,2765604035,Kikara cafè,cafe,Benicarló,Avinguda de lecia,,12580,,,40.4173677,0.4296567
node,2808108545,The Bushwacka,bar,,,,,,,37.9150266,-0.7360907
node,2809776723,Cafetería Mayans,bar,,Calle Mayans,,,,,38.8238844,-0.6070022
node,2816946238,La Lola,cafe,,,,,,,38.7122182,0.1302339
node,2819306295,Bon Profit,restaurant,,,,,,,38.9705446,-0.5932291
node,2819306829,El Forn,restaurant,,,,,,,38.9709582,-0.5917471
node,2819355922,Bali,restaurant,,,,,,,38.9712240,-0.5889217
node,2819374301,Bacus,bar,,,,,,,38.9745331,-0.5914478
node,2819390800,Gran Alcudia,bar,,,,,,,38.9743699,-0.5918567
